node_id,name,level,definition,core_elements,key_terms,formulas,common_mistakes,scope_boundary,prerequisites_desc
79,7.1 图的定义和术语,3,图是由顶点集合V和边集合E组成的数据结构,表示多对多的元素关系|G=(V,E)|顶点|边|度|邻接|路径,图|顶点|边|邻接|路径,[],邻接矩阵与邻接表的混淆|有向图度的计算|完全图边数公式,图的基本操作|图的算法设计,线性表和树的基本概念
80,7.2 图的存储结构,3,将图中顶点和边关系用计算机内存表示的方法,邻接矩阵|邻接表|十字链表|邻接多重表,数组表示法|邻接表|[],不同存储结构适用场景混淆|邻接矩阵空间复杂度计算,有向图与无向图的存储差异,图的定义和基本术语
81,7.2.1 数组表示法,4,用二维数组表示图中顶点间邻接关系的方法即邻接矩阵法,邻接矩阵|对称矩阵|稀疏矩阵,数组表示法|邻接矩阵|稠密图|[],矩阵元素含义混淆|对称矩阵优化存储,无向图邻接矩阵对称性,图的存储结构概念
82,7.2.2 邻接表,4,对图中每个顶点建立单链表的存储方法适用于稀疏图,顶点表|边表|链表|表头结点,邻接表|逆邻接表|[],邻接表与逆邻接表混淆|有向图边表方向,有向图邻接表与逆邻接表区别,图的存储结构和数组表示法
83,7.2.3 十字链表,4,将有向图的邻接表和逆邻接表结合的存储方法同时记录出度和入度,顶点结点|弧结点|firstin|firstout|tailvex|headvex,十字链表|[],十字链表中指针方向混淆|弧结点各域含义,有向图的十字链表结构,邻接表的基本原理
84,7.2.4 邻接多重表,4,无向图中每条边用一个结点表示的存储方法便于边操作,顶点结点|边结点|ilink|jlink|mark,邻接多重表|[],邻接多重表与邻接表的区别|边结点中指针指向,无向图边操作的存储优化,邻接表和十字链表
85,7.3 图的遍历,3,从图中某一顶点出发访问其余所有顶点且每个顶点仅访问一次的过程,深度优先搜索|广度优先搜索|访问标记数组|邻接顶点,DFS|BFS|visited数组|[],图遍历与树遍历混淆|visited数组忘记设置|非连通图遍历不完整,图的遍历算法设计,图的存储结构
86,7.3.1 深度优先搜索,4,类似树的先序遍历沿分支深入探索再回溯的图遍历方法,递归栈|邻接顶点|回溯|访问标记,DFS|深度优先|栈|[],DFS递归深度过大|非连通图需多次调用|递归终止条件错误,深度优先搜索的非递归实现,图的遍历基本概念
87,7.3.2 广度优先搜索,4,类似树的层次遍历逐层扩展访问的图遍历方法,队列|邻接顶点|分层访问|访问标记,BFS|广度优先|队列|[],BFS与DFS序列混淆|队列操作错误|层次编号计算,广度优先搜索的应用,深度优先搜索和图的遍历
88,7.4 图的连通性问题,3,研究图中顶点间连通关系的相关问题包括连通分量和最小生成树,连通分量|生成树|最小生成树|强连通分量|关节点,[][],连通分量与生成树概念混淆|有向图与无向图连通性区别,最小生成树的构造,图的遍历
89,7.4.1 无向图的连通分量和生成树,4,无向图中极大连通子图称为连通分量连通图的生成树包含所有顶点且无回路,连通分量|生成树|极大连通子图|生成森林,[][],连通分量与极小连通子图混淆|生成树边数公式,生成森林的概念,连通分量和生成树的定义
90,7.4.2 有向图的强连通分量,4,有向图中任意两点互相可达的极大连通子图称为强连通分量,强连通分量|强连通图|可达性|SCC,[][],强连通分量与弱连通混淆|有向图强连通判定,有向图的强连通分量算法,有向图的连通性概念
91,7.4.3 最小生成树,4,带权连通图中权值总和最小的生成树称为最小生成树,Prim算法|Kruskal算法|最小生成树|边权值|候选边,MST,[][],Prim与Kruskal算法适用场景混淆|贪心策略的正确性证明,最小生成树的应用,生成树和贪心算法
92,7.4.4 关节点和重连通分量,4,图中删除该顶点后图不再连通的顶点称为关节点极大重连通子图称为重连通分量,关节点|重连通分量|割点|双连通分量,[][],关节点与关边混淆|重连通分量判定错误,关节点的求解算法,图的连通性和DFS
93,7.5 有向无环图及其应用,3,有向无环图是不含回路的有向图常用于表示工程流程和任务调度,DAG|拓扑排序|关键路径|AOV网|AOE网,[][],DAG与有向树混淆|AOV与AOE网概念混淆,拓扑排序和关键路径的应用,有向图的基本概念
94,7.5.1 拓扑排序,4,将有向无环图的顶点排成线性序列使所有弧的前驱在后继之前的过程,入度为零的顶点|删除顶点|线性扩展|AOV网,拓扑排序|拓扑序列|[],拓扑序列不唯一|有向环无法完成拓扑排序|入度统计错误,拓扑排序的应用场景,有向无环图概念
95,7.5.2 关键路径,4,从源点到汇点最长路径决定工程最短完成时间的有向无环图问题,源点|汇点|关键路径|最早发生时间|最迟发生时间|活动余量,[][],关键路径计算错误|最早最迟时间混淆|余量为零的活动不是关键活动,关键路径的求解方法,拓扑排序和AOE网
96,7.6 最短路径,3,图中两顶点间边权值之和最小的路径称为最短路径,源点|终点|最短路径|路径长度|松弛操作,Dijkstra|Floyd|[],最短路径与最小路径混淆|负权边的处理|路径包含的顶点数,最短路径的算法设计,图的遍历和存储结构
